homeId,facility_name,city,operator_type,existing_phone,website,outreach_email,outreach_phone,contact_role,source_url,confidence,notes
cmp71kmrr000slpioghm04stn,Parkside Villa,Middleburg Heights,independent,,,,(440) 260-7626,Business office / Administrator,https://parksidevillaohio.com/contact-us/,LOW,"Legacy Health Services; 7040 Hepburn Rd; main + form only, no email"
cmqqrlmby006arlmbyyuhra21,Briarcliff Manor,Middlefield,independent,440-632-5241,https://www.ohmanfamilyliving.com/briar,info@ohmanfamilyliving.com,440-632-5241,General office / owner-operators,https://www.ohmanfamilyliving.com/contact/,MEDIUM,"= Ohman Family Living at Briar; DUPLICATE of chain row 'Ohman Family Living at Briar' — MERGE; family-owned (George & Anderson Ohman)"
cmqqrl08g003mrlmbczapzk5t,Mulberry Gardens,Munroe Falls,independent,,https://sinceriseniorliving.com/mulberry-gardens-al,mulberrygardenssl@SinceriSL.com,(330) 634-9919,Site general inbox (Sinceri-managed),https://sinceriseniorliving.com/mulberry-gardens-al/,MEDIUM,"Verified site-level inbox; Sinceri; 395 S Main St; no named ED email"
cmqqrlmnv006crlmb18mwhnq5,Holly Hill,Newbury,independent,(440) 338-8220,https://www.ohmanfamilyliving.com/holly/,info.holly@ohmanfamilyliving.com,(440) 338-8220,Site general inbox (Ohman Family Living),https://www.ohmanfamilyliving.com/holly/,MEDIUM,"= Ohman Family Living at Holly; 10190 Fairmount Rd; verified general inbox"
cmqqrk8gb000arlmbus2smrdh,Athenian Assisted Living,North Royalton,independent,,,,(440) 877-1900,Main business line,https://www.yelp.com/biz/athenian-assisted-living-north-royalton,LOW,"12799 Doula Ln, 100-bed RCF; no site/email; distinct from 'Athenian Village' on Alexandra Dr"
cmqqrl9dm004qrlmb5ikjadi1,Kendal at Oberlin,Oberlin,independent,440.775.0094,https://kao.kendal.org/,,440.775.0094,Director Marketing/Admissions (Maggie Stark),https://kao.kendal.org/about/leadership-team/,LOW,"Named: Maggie Stark + Terry Kovach (Sales); admissions email Cloudflare-obfuscated; admissions line 800-548-9469"
cmp71kms70016lpioahtq3nc0,Village of the Falls,Olmsted Falls,independent,(440) 235-7590,https://www.sprengerhealthcare.com/location/village-of-the-falls/,,(440) 235-7590,Administrator (Heather Johnson),https://www.sprengerhealthcare.com/location/village-of-the-falls/,LOW,"Sprenger corporate-gated; named admin Heather Johnson, no email; 25920 Elm St"
cmqqrld040056rlmb4iock17a,Homestead I,Painesville,independent,,https://www.saberhealth.com/locations/homestead-ii/,,(440) 357-6181,Main business line,https://www.seniorhousingnet.com/seniorliving-detail/homestead-i_164-liberty-st_painesville_oh_44077-540755,LOW,"DISTINCT from Homestead II; 164 Liberty St, 53 AL units; operator Cleveland Healthcare Group; Saber URL on file is the WRONG record"
cmqqrldgq0058rlmbahw9t2ww,Homestead II,Painesville,independent,,https://www.saberhealth.com/locations/homestead-ii/,,(440) 352-0788,Facility main line (Saber SNF),https://saberhealth.com/location/homestead-ii,LOW,"Saber SNF; 60 Wood St; corporate web form only; no published staff email"
cmqqrlduv005arlmbdnu2e1ft,Ivy House Assisted Living,Painesville,independent,,http://magnoliaresidencepainesvilleoho.com/,,440-354-2131,General office line,https://ivyhouseassistedliving.com/,LOW,"Real site ivyhouseassistedliving.com (magnoliaresidence URL on file is STALE/WRONG — NOT a rebrand); 308 S State St; JS shell, no email"
cmp71kms20012lpio48imlm3b,Mount Alverna Village,Parma,independent,(440) 843-7800,https://www.franciscanministries.org/mount-alverna-village/,,(440) 843-7800,Executive Director (Patrick Welsh),https://franciscanministries.org/mount-alverna-village/contact-us/,LOW,"Franciscan Ministries; named ED Patrick Welsh + mktg Beth Baszuk; emails redacted/unverified"
cmp71kmrh000klpiouf5sm5rk,Pleasant Lake Villa,Parma,independent,,,info@lhshealth.com,440-842-2273,Corporate general inbox (Legacy Health Services),https://lhshealth.com/pleasant-lake-villa/,MEDIUM,"LHS chain; admissions line 440-842-2273; 7260 Ridge Rd; (reported main 440-842-5100 collides w/ Park Creek — verify)"
cmqqrkmfc001yrlmbricdyolo,Park Creek Center,Parma Heights,independent,(440) 842-5100,http://www.parkcreekretirement.com/,,(440) 842-5100,General office line,https://www.parkcreekretirement.com/contact-us,LOW,"Independent since 1988; 10064 N Church Dr; staff/contact pages publish no names/emails; form only"
cmp71kmu3002qlpiotu28xwej,Regina Health Center,Richfield,independent,330-659-4161,http://www.reginahealthcenter.org/,,330-659-4161,Executive Director (Mark Yantek),https://www.reginahealthcenter.org/contact-us/,LOW,"Sisters of Charity Health System; named ED Mark Yantek; form-only, email redacted/unverified"
cmqqrl14z003qrlmby7e8l0rl,Renaissance Assisted Living,Richfield,independent,330-313-7000,https://www.renaissanceassistedliving.net/,info@renaissanceofrichfield.com,330-313-7000,General / business office,https://www.renaissanceassistedliving.net/contact,MEDIUM,"Owners Jill & Jeff Risner; email domain renaissanceofrichfield.com differs from site domain; ED first name Kim"
cmqqrkfhn0014rlmbtqruq6x2,Harbor Court Retirement Community,Rocky River,independent,,,info@meadowfallsseniorliving.com,440-356-2282,Corporate general inbox (Meadow Falls),https://meadowfallsseniorliving.com/contact/,MEDIUM,"REBRANDED → Meadow Falls of Rocky River, 22900 Center Ridge Rd; DUPLICATE of chain row 'Meadow Falls of Rocky River' — MERGE"
cmqqrkezr0012rlmbafv7zu32,HarborChase of Shaker Heights,Shaker Heights,independent,,,,216-238-0803,Corporate-gated (form-only),https://www.storypoint.com/community/shaker-heights-oh/contact/,LOW,"REBRANDED → StoryPoint Shaker Heights, 17000 Van Aken Blvd; OPEN; main 216-293-4263; no email"
cmqqrkp57002arlmbvqnyq71f,The Woodlands of Shaker Heights,Shaker Heights,independent,,,info@heritage-rc.com,216-751-0930,Corporate general inbox (Heritage Retirement Communities),https://woodlandsbyhrc.com/contact-us/,MEDIUM,"16333 Chagrin Blvd; same operator as Heritage of Lyndhurst; NOTE shares address/phone w/ 'Sunrise at Shaker Heights' chain row — verify dup"
cmqqrksqq002qrlmb136umd2o,Cherry Creek Acres,Stow,independent,,,,330-686-7100,Business office (Stow-Glen Inc.),https://npino.com/assisted-living/1346654829-cherry-creek-acres/,LOW,"Under Stow-Glen Inc.; shares office line; stowglen.com domain PARKED/dead — no deliverable email"
cmqqrl2jy003wrlmbpra2g4qd,Stow Glen Assisted Living,Stow,independent,,,,330-686-7100,Business office (Stow-Glen Retirement Village),https://www.aplaceformom.com/community/stow-glen-retirement-village-65909,LOW,"= Stow-Glen Retirement Village, 4285 Kent Rd; OPEN; stowglen.com PARKED so @stowglen.com emails DEAD; ask for Chrissy Blanton (Admissions)"
cmqqrkq2y002erlmbedkk2hfa,The Briarwood Healthcare Community,Stow,independent,,,,(330) 688-1828,Executive Director / main office,https://thebriarwood.com/contact-us.html,LOW,"OPEN CCRC, 3700 Englewood Dr Stow (SNF + AL); ED unnamed; contact email JS/spambot-protected"
cmqqrl3xy0042rlmbu1di0myn,Tallmadge Senior Living,Tallmadge,independent,330-331-6257,https://www.storypoint.com/community/tallmadge-oh/,,330-331-6257,Community Specialist / sales,https://storypoint.com/community/tallmadge-oh/contact/,LOW,"Now branded Danbury Tallmadge (StoryPoint); lead-form funnel; community main 330-247-1875; no email"
cmp71kmu9002ulpioyuv8hf5x,Canterbury Commons,Twinsburg,independent,(330) 405-6040,https://www.inspirahealthgroup.com/senior-care-facility-locations/canterbury-twinsburg-ohio/,,(330) 405-6040,"Administrator (Valerie Foy, LNHA)",https://www.inspirahealthgroup.com/senior-care-facility-locations/canterbury-twinsburg-ohio/,LOW,"Named admin Valerie Foy; Inspira Health Group, no email exposed; 9928 Vail Dr — SAME address as 'Legacy Place - Twinsburg' chain row; verify dup"
cmqqrkx4b0038rlmbhg2z1txf,Greenview Senior Assisted Living,Uniontown,independent,330-899-0404,http://www.greenviewinn.com/,,330-899-0404,Business office,http://www.greenviewinn.com/contact.html,LOW,"OPEN, 4000 Massillon Rd; tour-request form; info/admissions 877-934-3200"
cmqqrli42005srlmb0rd3pdrk,Inn at Coal Ridge,Wadsworth,independent,,,contact@innatcoalridge.com,(330) 334-1546,General / business inbox,https://www.innatcoalridge.com/contact,MEDIUM,"Officially 'The Inn at CoalRidge'; 1300 CoalRidge Pkwy; verified inbox; AL waiver currently closed to new residents"
cmqqrlikp005urlmbirf806mo,Liberty Residence Holdings,Wadsworth,independent,,,lmiller@woodlandsofliberty.com,(330) 336-3616,Administrator (L. Miller),https://www.seniorlivingguide.com/communities/liberty-residence-250-smokerise-dr-wadsworth-oh-44281/,MEDIUM,"= Liberty Residence / Woodlands of Liberty, 250 Smokerise Dr; named email directory-sourced + domain-consistent (woodlandsofliberty.com); resident line 330-331-6675"
cmqqrlji1005yrlmb0sq7gzjf,Sanctuary Wadsworth,Wadsworth,independent,330.335.1558,http://www.sanctuaryhealthnetwork.com/,kristie.burss@sanctuaryhealthnetwork.com,330.335.1558,Tour / Admissions coordinator (Kristie Burss),https://sanctuaryhealthnetwork.com/wadsworth-campus-staff/,HIGH,"Sanctuary Health Network; 365 Johnson Rd; named admissions contact who routes marketing decisions"
cmp71kmte0028lpiowpsf6mor,Wadsworth Pointe,Wadsworth,independent,,,,(330) 336-1141,Administrator / ED (unnamed),https://saberhealth.com/location/wadsworth-pointe-assisted-living,LOW,"Saber Healthcare; 540 Great Oaks Trl; SNF + AL; corporate-gated, no email"
cmp71kmt70022lpio19gj0zxb,Elms Retirement Village,Wellington,independent,,,,(440) 647-2414,Administrator (unnamed),https://www.sprengerhealthcare.com/location/elms-retirement-village/,LOW,"Sprenger; 136 S Main St Wellington; AL + SNF; corporate-gated"
cmqqrk8xx000crlmbtl4lnkuw,Belvedere of Westlake,Westlake,independent,,,ColleenN@SaintTherese.org,(440) 835-4000,Community / sales contact,https://www.sainttherese.org/westlake,MEDIUM,"REBRANDED → Saint Therese of Westlake (acquired ~May 2025); same address 29591 Detroit Rd + phone; tamihl@sainttherese.org for tours; UPDATE listing name"
cmqqrkc4w000qrlmbqrgzwpfk,Devon Oaks,Westlake,independent,216.226.5000,http://elizajennings.org/,kcolby@elizajen.org,(216) 226-5000,Executive Director (Kelly Colby),https://elizajennings.org/leadership/,HIGH,"Eliza Jennings community; Kelly Colby ED verified on leadership page; community site devonoaks.elizajennings.org"
cmqqrles0005erlmbl17xexe1,Nason Center of Breckenridge Village,Willoughby,independent,,https://ohioliving.org/communities/ohio-living-breckenridge-village,,(440) 942-4342,Administrator (unnamed),https://ohioliving.org/ohio-living-breckenridge-village/contact,LOW,"Health center on Ohio Living Breckenridge campus; SAME campus + phone as Ohio Living Breckenridge Village — possible DUPLICATE; form only"
cmp71kmt3001ylpio15cx3euh,Ohio Living Breckenridge Village,Willoughby,independent,,https://ohioliving.org/communities/ohio-living-breckenridge-village,,(440) 942-4342,Executive Director (seat in transition),https://ohioliving.org/ohio-living-breckenridge-village/contact,LOW,"Ohio Living CCRC, 36851 Ridge Rd; ED seat possibly open — confirm by phone; same campus as Nason Center"
